epoch,accuracy,auc,f1_score,loss,val_accuracy,val_auc,val_f1_score,val_loss
4,0.5921102166175842,0.9491749405860901,0.5596223473548889,1.346738576889038,0.5251124501228333,0.9245169758796692,0.5017255544662476,1.6170954704284668
5,0.6190029978752136,0.9548825025558472,0.5890603065490723,1.261141300201416,0.5438530445098877,0.9348641633987427,0.5032757520675659,1.5205497741699219
6,0.6559220552444458,0.9618877172470093,0.6285285353660583,1.1575684547424316,0.574212908744812,0.938197910785675,0.5370673537254333,1.456545114517212
7,0.6706334352493286,0.9660134315490723,0.6465483903884888,1.0855251550674438,0.5925787091255188,0.9415241479873657,0.5644130706787109,1.3923665285110474
